country3,year,taux d'imposition sur bénéfices,salaire horaire minimum en US$ PPA,indice protection de l'emploi,% des 25-64ans diplomes du superieur,IDE entrants en % PIB
ABW,2000,49.451,NA,NA,NA,NA
ABW,2001,49.45,NA,NA,NA,NA
ABW,2002,49.45,NA,NA,NA,NA
ABW,2003,35,NA,NA,NA,NA
ABW,2004,35,NA,NA,NA,NA
ABW,2005,35,NA,NA,NA,NA
ABW,2006,35,NA,NA,NA,NA
ABW,2007,28,NA,NA,NA,NA
ABW,2008,28,NA,NA,NA,NA
ABW,2009,28,NA,NA,NA,NA
ABW,2010,28,NA,NA,NA,NA
ABW,2011,28,NA,NA,NA,NA
ABW,2012,28,NA,NA,NA,NA
ABW,2013,28,NA,NA,NA,NA
ABW,2014,28,NA,NA,NA,NA
ABW,2015,28,NA,NA,NA,NA
ABW,2016,25,NA,NA,NA,NA
ABW,2017,25,NA,NA,NA,NA
ABW,2018,25,NA,NA,NA,NA
ABW,2019,25,NA,NA,NA,NA
ABW,2020,25,NA,NA,NA,NA
AGO,2000,35,NA,NA,NA,NA
AGO,2001,35,NA,NA,NA,NA
AGO,2002,35,NA,NA,NA,NA
AGO,2003,35,NA,NA,NA,NA
AGO,2004,35,NA,NA,NA,NA
AGO,2005,35,NA,NA,NA,NA
AGO,2006,35,NA,NA,NA,NA
AGO,2007,35,NA,NA,NA,NA
AGO,2008,35,NA,NA,NA,NA
AGO,2009,35,NA,NA,NA,NA
AGO,2010,35,NA,NA,NA,NA
AGO,2011,35,NA,NA,NA,NA
AGO,2012,35,NA,NA,NA,NA
AGO,2013,35,NA,NA,NA,NA
AGO,2014,30,NA,NA,NA,NA
AGO,2015,30,NA,NA,NA,NA
AGO,2016,30,NA,NA,NA,NA
AGO,2017,30,NA,NA,NA,NA
AGO,2018,30,NA,NA,NA,NA
AGO,2019,30,NA,NA,NA,NA
AGO,2020,30,NA,NA,NA,NA
AIA,2000,0,NA,NA,NA,NA
AIA,2001,0,NA,NA,NA,NA
AIA,2002,0,NA,NA,NA,NA
AIA,2003,0,NA,NA,NA,NA
AIA,2004,0,NA,NA,NA,NA
AIA,2005,0,NA,NA,NA,NA
AIA,2006,0,NA,NA,NA,NA
AIA,2007,0,NA,NA,NA,NA
AIA,2008,0,NA,NA,NA,NA
AIA,2009,0,NA,NA,NA,NA
AIA,2010,0,NA,NA,NA,NA
AIA,2011,0,NA,NA,NA,NA
AIA,2012,0,NA,NA,NA,NA
AIA,2013,0,NA,NA,NA,NA
AIA,2014,0,NA,NA,NA,NA
AIA,2015,0,NA,NA,NA,NA
AIA,2016,0,NA,NA,NA,NA
AIA,2017,0,NA,NA,NA,NA
AIA,2018,0,NA,NA,NA,NA
AIA,2019,0,NA,NA,NA,NA
AIA,2020,0,NA,NA,NA,NA
ALB,2000,30,NA,NA,NA,NA
ALB,2001,25,NA,NA,NA,NA
ALB,2002,25,NA,NA,NA,NA
ALB,2003,25,NA,NA,NA,NA
ALB,2004,25,NA,NA,NA,NA
ALB,2005,23,NA,NA,NA,NA
ALB,2006,20,NA,NA,NA,NA
ALB,2007,20,NA,NA,NA,NA
ALB,2008,10,NA,NA,NA,NA
ALB,2009,10,NA,NA,NA,NA
ALB,2010,10,NA,NA,NA,NA
ALB,2011,10,NA,NA,NA,NA
ALB,2012,10,NA,NA,NA,NA
ALB,2013,10,NA,NA,NA,NA
ALB,2014,15,NA,NA,NA,NA
ALB,2015,15,NA,2.423,NA,NA
ALB,2016,15,NA,NA,NA,NA
ALB,2017,15,NA,NA,NA,NA
ALB,2018,15,NA,NA,NA,NA
ALB,2019,15,NA,NA,NA,NA
ALB,2020,15,NA,NA,NA,NA
AND,2000,0,NA,NA,NA,NA
AND,2001,0,NA,NA,NA,NA
AND,2002,0,NA,NA,NA,NA
AND,2003,0,NA,NA,NA,NA
AND,2004,0,NA,NA,NA,NA
AND,2005,0,NA,NA,NA,NA
AND,2006,0,NA,NA,NA,NA
AND,2007,0,NA,NA,NA,NA
AND,2008,0,NA,NA,NA,NA
AND,2009,0,NA,NA,NA,NA
AND,2010,0,NA,NA,NA,NA
AND,2011,0,NA,NA,NA,NA
AND,2012,10,NA,NA,NA,NA
AND,2013,10,NA,NA,NA,NA
AND,2014,10,NA,NA,NA,NA
AND,2015,10,NA,NA,NA,NA
AND,2016,10,NA,NA,NA,NA
AND,2017,10,NA,NA,NA,NA
AND,2018,10,NA,NA,NA,NA
AND,2019,10,NA,NA,NA,NA
AND,2020,10,NA,NA,NA,NA
ARE,2000,0,NA,NA,NA,NA
ARE,2001,0,NA,NA,NA,NA
ARE,2002,0,NA,NA,NA,NA
ARE,2003,0,NA,NA,NA,NA
ARE,2004,0,NA,NA,NA,NA
ARE,2005,0,NA,NA,NA,NA
ARE,2006,0,NA,NA,NA,NA
ARE,2007,0,NA,NA,NA,NA
ARE,2008,0,NA,NA,NA,NA
ARE,2009,0,NA,NA,NA,NA
ARE,2010,0,NA,NA,NA,NA
ARE,2011,0,NA,NA,NA,NA
ARE,2012,0,NA,NA,NA,NA
ARE,2013,0,NA,NA,NA,NA
ARE,2014,0,NA,NA,NA,NA
ARE,2015,0,NA,NA,NA,NA
ARE,2016,0,NA,NA,NA,NA
ARE,2017,0,NA,NA,NA,NA
ARE,2018,0,NA,NA,NA,NA
ARE,2019,0,NA,NA,NA,NA
ARE,2020,0,NA,NA,NA,NA
ARG,2000,35,NA,NA,NA,NA
ARG,2001,35,NA,NA,NA,NA
ARG,2002,35,NA,NA,NA,NA
ARG,2003,35,NA,NA,NA,NA
ARG,2004,35,NA,NA,16.711861,NA
ARG,2005,35,NA,NA,17.471054,2.6244668835254
ARG,2006,35,NA,NA,17.830963,2.3624384302824
ARG,2007,35,NA,NA,NA,2.2340099490915
ARG,2008,35,NA,NA,18.973812,2.6598392126339
ARG,2009,35,NA,NA,19.518599,1.1943055330102
ARG,2010,35,NA,NA,NA,2.6572223774958
ARG,2011,35,NA,NA,20.237337,2.0446596770549
ARG,2012,35,NA,2.405,20.556124,2.6355554752938
ARG,2013,35,NA,2.405,21.056189,1.6014031686765
ARG,2014,35,NA,2.405,20.534544,0.89327830856568
ARG,2015,35,NA,NA,NA,1.8233734938825
ARG,2016,35,NA,NA,NA,0.5847489628852
ARG,2017,35,NA,NA,21.406715,1.7919620828274
ARG,2018,30,NA,NA,35.663551,2.2838327225737
ARG,2019,30,NA,NA,NA,1.4817747048626
ARG,2020,30,NA,NA,NA,NA
AUS,1998,NA,NA,1.833,NA,NA
AUS,1999,NA,NA,1.833,NA,NA
AUS,2000,34,NA,1.833,27.475746,NA
AUS,2001,30,10.8834311396918,1.833,28.977322,NA
AUS,2002,30,10.9894083688255,1.833,30.759785,NA
AUS,2003,30,11.1321253021172,1.833,31.314152,NA
AUS,2004,30,11.3293360728286,1.833,30.82308,NA
AUS,2005,30,11.4199675988909,1.833,31.691153,-3.7089522082619
AUS,2006,30,11.2469271991954,1.833,33.022213,3.2180400573187
AUS,2007,30,11.6174438581781,1.654,33.73671,4.2100708726505
AUS,2008,30,11.4126812609539,1.654,36.149986,4.4169159280536
AUS,2009,30,11.5614768518531,1.654,36.881355,3.1205274396366
AUS,2010,30,11.5083981274401,2.011,37.604309,2.8043841536722
AUS,2011,30,11.5962864026932,2.011,38.342072,3.8085650523433
AUS,2012,30,11.7538505388929,2.011,41.282364,3.7430117685241
AUS,2013,30,11.7862043095741,2.011,39.539928,3.6464541388654
AUS,2014,30,11.8201305724836,2.011,41.901855,3.9950026839189
AUS,2015,30,11.9667792844623,2.011,42.888756,2.3711866493979
AUS,2016,30,12.1064461280215,2.011,43.7439,3.6834230921994
AUS,2017,30,12.2143303567442,2.011,45.355675,3.195102973974
AUS,2018,30,12.3914108961555,2.011,45.727478,4.6761638507649
AUS,2019,30,12.5881531128321,2.011,47.129978,2.8412887736735
AUS,2020,30,NA,NA,NA,NA
AUT,1998,NA,NA,2.833,NA,NA
AUT,1999,NA,NA,2.833,NA,NA
AUT,2000,34,NA,2.833,NA,NA
AUT,2001,34,NA,2.833,NA,NA
AUT,2002,34,NA,2.833,NA,NA
AUT,2003,34,NA,2.561,NA,NA
AUT,2004,34,NA,2.561,24.783438,NA
AUT,2005,25,NA,2.561,24.639351,3.4097239869177
AUT,2006,25,NA,2.561,25.356432,1.4534495511679
AUT,2007,25,NA,2.561,25.092672,6.5501212478023
AUT,2008,25,NA,2.561,26.191858,1.6790542906795
AUT,2009,25,NA,2.561,26.895824,2.3389797750309
AUT,2010,25,NA,2.561,27.743721,0.6955518770353
AUT,2011,25,NA,2.561,27.956152,2.5063484390984
AUT,2012,25,NA,2.561,28.739943,0.9776631890938
AUT,2013,25,NA,2.561,29.738844,1.3512809600242
AUT,2014,25,NA,2.561,29.904896,1.0846098711667
AUT,2015,25,NA,2.561,30.550726,0.33890238068123
AUT,2016,25,NA,2.561,31.383963,-2.1241602645959
AUT,2017,25,NA,2.561,32.39439,3.5681534458524
AUT,2018,25,NA,2.561,32.711426,1.1874528003042
AUT,2019,25,NA,2.561,33.773777,0.18961961931422
AUT,2020,25,NA,NA,NA,NA
BEL,1998,NA,NA,2.563,NA,NA
BEL,1999,NA,NA,2.563,NA,NA
BEL,2000,40.17,NA,2.563,27.084993,NA
BEL,2001,40.17,10.9048291443177,2.597,27.626753,NA
BEL,2002,40.17,11.0504314981577,2.597,28.134819,NA
BEL,2003,33.99,10.987021119171,2.597,29.031809,NA
BEL,2004,33.99,10.8675922557496,2.597,30.40086,NA
BEL,2005,33.99,10.7847357569747,2.597,31.045088,8.9058626801606
BEL,2006,35.97,10.8051059807658,2.597,31.754845,14.433350520396
BEL,2007,33.99,10.9298271347272,2.597,32.094864,19.843686083687
BEL,2008,33.99,10.8857079140411,2.597,32.310043,-2.673430914873
BEL,2009,33.99,11.4250783087673,2.597,33.397053,13.004879018587
BEL,2010,33.99,11.1803079165211,2.733,34.989502,27.544290974889
BEL,2011,33.99,11.1249893139133,2.733,34.612984,46.1906114413
BEL,2012,33.99,11.0342470180917,2.597,35.316551,-5.3175207519744
BEL,2013,33.99,11.2406097421716,2.597,35.535332,-13.035752128449
BEL,2014,33.99,11.202520853861,2.631,36.855022,-7.6937260873038
BEL,2015,33.99,11.1399777710401,2.869,36.857422,-15.264558608522
BEL,2016,33.99,11.0341872080656,2.869,37.503956,12.427973505798
BEL,2017,33.99,11.0210183129047,2.869,40.257053,-0.14007261796995
BEL,2018,29.58,10.9060765159588,2.869,40.638546,5.6757267978851
BEL,2019,29.58,10.966269607464,2.869,40.67009,0.54491919747703
BEL,2020,25,NA,NA,NA,NA
BFA,2000,35,NA,NA,NA,NA
BFA,2001,35,NA,NA,NA,NA
BFA,2002,35,NA,NA,NA,NA
BFA,2003,35,NA,NA,NA,NA
BFA,2004,35,NA,NA,NA,NA
BFA,2005,35,NA,NA,NA,NA
BFA,2006,35,NA,NA,NA,NA
BFA,2007,35,NA,NA,NA,NA
BFA,2008,30,NA,NA,NA,NA
BFA,2009,30,NA,NA,NA,NA
BFA,2010,27.5,NA,NA,NA,NA
BFA,2011,27.5,NA,NA,NA,NA
BFA,2012,27.5,NA,NA,NA,NA
BFA,2013,27.5,NA,NA,NA,NA
BFA,2014,27.5,NA,NA,NA,NA
BFA,2015,27.5,NA,NA,NA,NA
BFA,2016,27.5,NA,NA,NA,NA
BFA,2017,27.5,NA,NA,NA,NA
BFA,2018,27.5,NA,NA,NA,NA
BFA,2019,27.5,NA,NA,NA,NA
BFA,2020,27.5,NA,NA,NA,NA
BGR,2000,32.5,NA,NA,NA,NA
BGR,2001,28,NA,NA,NA,NA
BGR,2002,23.5,NA,NA,NA,NA
BGR,2003,23.5,NA,NA,NA,NA
BGR,2004,19.5,NA,NA,NA,NA
BGR,2005,15,NA,NA,NA,NA
BGR,2006,15,NA,NA,NA,NA
BGR,2007,10,NA,NA,NA,NA
BGR,2008,10,NA,NA,NA,NA
BGR,2009,10,NA,NA,NA,NA
BGR,2010,10,NA,NA,NA,NA
BGR,2011,10,NA,NA,NA,NA
BGR,2012,10,NA,NA,NA,NA
BGR,2013,10,NA,NA,NA,NA
BGR,2014,10,NA,NA,NA,NA
BGR,2015,10,NA,NA,NA,NA
BGR,2016,10,NA,NA,NA,NA
BGR,2017,10,NA,NA,NA,NA
BGR,2018,10,NA,NA,NA,NA
BGR,2019,10,NA,NA,NA,NA
BGR,2020,10,NA,NA,NA,NA
BHR,2000,0,NA,NA,NA,NA
BHR,2001,0,NA,NA,NA,NA
BHR,2002,0,NA,NA,NA,NA
BHR,2003,0,NA,NA,NA,NA
BHR,2004,0,NA,NA,NA,NA
BHR,2005,0,NA,NA,NA,NA
BHR,2006,0,NA,NA,NA,NA
BHR,2007,0,NA,NA,NA,NA
BHR,2008,0,NA,NA,NA,NA
BHR,2009,0,NA,NA,NA,NA
BHR,2010,0,NA,NA,NA,NA
BHR,2011,0,NA,NA,NA,NA
BHR,2012,0,NA,NA,NA,NA
BHR,2013,0,NA,NA,NA,NA
BHR,2014,0,NA,NA,NA,NA
BHR,2015,0,NA,NA,NA,NA
BHR,2016,0,NA,NA,NA,NA
BHR,2017,0,NA,NA,NA,NA
BHR,2018,0,NA,NA,NA,NA
BHR,2019,0,NA,NA,NA,NA
BHR,2020,0,NA,NA,NA,NA
BHS,2000,0,NA,NA,NA,NA
BHS,2001,0,NA,NA,NA,NA
BHS,2002,0,NA,NA,NA,NA
BHS,2003,0,NA,NA,NA,NA
BHS,2004,0,NA,NA,NA,NA
BHS,2005,0,NA,NA,NA,NA
BHS,2006,0,NA,NA,NA,NA
BHS,2007,0,NA,NA,NA,NA
BHS,2008,0,NA,NA,NA,NA
BHS,2009,0,NA,NA,NA,NA
BHS,2010,0,NA,NA,NA,NA
BHS,2011,0,NA,NA,NA,NA
BHS,2012,0,NA,NA,NA,NA
BHS,2013,0,NA,NA,NA,NA
BHS,2014,0,NA,1.383,NA,NA
BHS,2015,0,NA,NA,NA,NA
BHS,2016,0,NA,NA,NA,NA
BHS,2017,0,NA,NA,NA,NA
BHS,2018,0,NA,NA,NA,NA
BHS,2019,0,NA,NA,NA,NA
BHS,2020,0,NA,NA,NA,NA
BIH,2000,30,NA,NA,NA,NA
BIH,2001,30,NA,NA,NA,NA
BIH,2002,30,NA,NA,NA,NA
BIH,2003,30,NA,NA,NA,NA
BIH,2004,30,NA,NA,NA,NA
BIH,2005,30,NA,NA,NA,NA
BIH,2006,30,NA,NA,NA,NA
BIH,2007,30,NA,NA,NA,NA
BIH,2008,10,NA,NA,NA,NA
BIH,2009,10,NA,NA,NA,NA
BIH,2010,10,NA,NA,NA,NA
BIH,2011,10,NA,NA,NA,NA
BIH,2012,10,NA,NA,NA,NA
BIH,2013,10,NA,NA,NA,NA
BIH,2014,10,NA,NA,NA,NA
BIH,2015,10,NA,2.534,NA,NA
BIH,2016,10,NA,NA,NA,NA
BIH,2017,10,NA,NA,NA,NA
BIH,2018,10,NA,NA,NA,NA
BIH,2019,10,NA,NA,NA,NA
BIH,2020,10,NA,NA,NA,NA
BLZ,2000,25,NA,NA,NA,NA
BLZ,2001,25,NA,NA,NA,NA
BLZ,2002,25,NA,NA,NA,NA
BLZ,2003,25,NA,NA,NA,NA
BLZ,2004,25,NA,NA,NA,NA
BLZ,2005,25,NA,NA,NA,NA
BLZ,2006,25,NA,NA,NA,NA
BLZ,2007,25,NA,NA,NA,NA
BLZ,2008,25,NA,NA,NA,NA
BLZ,2009,25,NA,NA,NA,NA
BLZ,2010,25,NA,NA,NA,NA
BLZ,2011,25,NA,NA,NA,NA
BLZ,2012,25,NA,NA,NA,NA
BLZ,2013,25,NA,NA,NA,NA
BLZ,2014,25,NA,NA,NA,NA
BLZ,2015,25,NA,NA,NA,NA
BLZ,2016,25,NA,NA,NA,NA
BLZ,2017,25,NA,NA,NA,NA
BLZ,2018,25,NA,NA,NA,NA
BLZ,2019,25,NA,NA,NA,NA
BLZ,2020,25,NA,NA,NA,NA
BMU,2000,0,NA,NA,NA,NA
BMU,2001,0,NA,NA,NA,NA
BMU,2002,0,NA,NA,NA,NA
BMU,2003,0,NA,NA,NA,NA
BMU,2004,0,NA,NA,NA,NA
BMU,2005,0,NA,NA,NA,NA
BMU,2006,0,NA,NA,NA,NA
BMU,2007,0,NA,NA,NA,NA
BMU,2008,0,NA,NA,NA,NA
BMU,2009,0,NA,NA,NA,NA
BMU,2010,0,NA,NA,NA,NA
BMU,2011,0,NA,NA,NA,NA
BMU,2012,0,NA,NA,NA,NA
BMU,2013,0,NA,NA,NA,NA
BMU,2014,0,NA,NA,NA,NA
BMU,2015,0,NA,NA,NA,NA
BMU,2016,0,NA,NA,NA,NA
BMU,2017,0,NA,NA,NA,NA
BMU,2018,0,NA,NA,NA,NA
BMU,2019,0,NA,NA,NA,NA
BMU,2020,0,NA,NA,NA,NA
BOL,2014,NA,NA,1.887,NA,NA
BRA,2000,37,NA,NA,NA,NA
BRA,2001,34,1.09287355680704,NA,NA,NA
BRA,2002,34,1.13751271170817,NA,NA,NA
BRA,2003,34,1.16957904273078,NA,NA,NA
BRA,2004,34,1.20850469727504,NA,NA,NA
BRA,2005,34,1.27961485465968,NA,NA,1.6897398612491
BRA,2006,34,1.44602774677424,NA,NA,1.6993277566296
BRA,2007,34,1.53991371749287,NA,9.6238279,2.4754525113042
BRA,2008,34,1.60060190884605,1.023,10.795494,2.6569574448246
BRA,2009,34,1.71870373676601,1.023,10.863071,1.5566069222829
BRA,2010,34,1.81083075831363,1.451,NA,3.517091101245
BRA,2011,34,1.81189883053318,1.451,11.614742,3.7238514827534
BRA,2012,34,1.9648860327453,1.519,12.993286,3.3286908871941
BRA,2013,34,2.01666857198966,NA,13.746482,2.3895535844842
BRA,2014,34,2.0253100096178702,NA,14.321353,2.599541852618
BRA,2015,34,2.0217783543217,NA,14.794608,2.7722247433543
BRA,2016,34,2.07636686269619,NA,16.941195,2.9915228345423
BRA,2017,34,2.13720281882145,NA,17.228626,3.2278313019099
BRA,2018,34,2.099051032375,NA,18.429998,3.2017255690769
BRA,2019,34,2.11684142359593,NA,NA,3.540080778768
BRA,2020,34,NA,NA,NA,NA
BRB,2000,40,NA,NA,NA,NA
BRB,2001,40,NA,NA,NA,NA
BRB,2002,37.5,NA,NA,NA,NA
BRB,2003,36,NA,NA,NA,NA
BRB,2004,33,NA,NA,NA,NA
BRB,2005,30,NA,NA,NA,NA
BRB,2006,25,NA,NA,NA,NA
BRB,2007,25,NA,NA,NA,NA
BRB,2008,25,NA,NA,NA,NA
BRB,2009,25,NA,NA,NA,NA
BRB,2010,25,NA,NA,NA,NA
BRB,2011,25,NA,NA,NA,NA
BRB,2012,25,NA,NA,NA,NA
BRB,2013,25,NA,NA,NA,NA
BRB,2014,25,NA,1.709,NA,NA
BRB,2015,25,NA,NA,NA,NA
BRB,2016,25,NA,NA,NA,NA
BRB,2017,25,NA,NA,NA,NA
BRB,2018,25,NA,NA,NA,NA
BRB,2019,5.5,NA,NA,NA,NA
BRB,2020,5.5,NA,NA,NA,NA
BRN,2000,30,NA,NA,NA,NA
BRN,2001,30,NA,NA,NA,NA
BRN,2002,30,NA,NA,NA,NA
BRN,2003,30,NA,NA,NA,NA
BRN,2004,30,NA,NA,NA,NA
BRN,2005,30,NA,NA,NA,NA
BRN,2006,30,NA,NA,NA,NA
BRN,2007,30,NA,NA,NA,NA
BRN,2008,27.5,NA,NA,NA,NA
BRN,2009,25.5,NA,NA,NA,NA
BRN,2010,23.5,NA,NA,NA,NA
BRN,2011,22,NA,NA,NA,NA
BRN,2012,20,NA,NA,NA,NA
BRN,2013,20,NA,NA,NA,NA
BRN,2014,20,NA,NA,NA,NA
BRN,2015,18.5,NA,NA,NA,NA
BRN,2016,18.5,NA,NA,NA,NA
BRN,2017,18.5,NA,NA,NA,NA
BRN,2018,18.5,NA,NA,NA,NA
BRN,2019,18.5,NA,NA,NA,NA
BRN,2020,18.5,NA,NA,NA,NA
BWA,2000,25,NA,NA,NA,NA
BWA,2001,25,NA,NA,NA,NA
BWA,2002,25,NA,NA,NA,NA
BWA,2003,25,NA,NA,NA,NA
BWA,2004,25,NA,NA,NA,NA
BWA,2005,25,NA,NA,NA,NA
BWA,2006,25,NA,NA,NA,NA
BWA,2007,25,NA,NA,NA,NA
BWA,2008,25,NA,NA,NA,NA
BWA,2009,25,NA,NA,NA,NA
BWA,2010,25,NA,NA,NA,NA
BWA,2011,25,NA,NA,NA,NA
BWA,2012,22,NA,NA,NA,NA
BWA,2013,22,NA,NA,NA,NA
BWA,2014,22,NA,NA,NA,NA
BWA,2015,22,NA,NA,NA,NA
BWA,2016,22,NA,NA,NA,NA
BWA,2017,22,NA,NA,NA,NA
BWA,2018,22,NA,NA,NA,NA
BWA,2019,22,NA,NA,NA,NA
BWA,2020,22,NA,NA,NA,NA
CAN,1998,NA,NA,1.314,NA,NA
CAN,1999,NA,NA,1.314,NA,NA
CAN,2000,42.43,NA,1.314,40.105782,NA
CAN,2001,40.48,7.22073223985072,1.314,41.881519,NA
CAN,2002,38.02,7.14482633390644,1.314,42.873188,NA
CAN,2003,35.87,7.04450994675144,1.314,44.123833,NA
CAN,2004,34.38,7.05577920456896,1.314,44.548969,NA
CAN,2005,34.18,7.11778090636853,1.314,45.976749,2.1894093555477
CAN,2006,33.93,7.27481384014251,1.314,46.881516,4.5702603380013
CAN,2007,33.95,7.34742856716248,1.314,48.181564,7.9521498997655
CAN,2008,31.4,7.64419810681044,1.314,48.706802,3.9617267407199
CAN,2009,30.9,8.09599914711763,1.314,49.290722,1.6515316565717
CAN,2010,29.4,8.38512126195116,1.314,50.311695,1.755923112646
CAN,2011,27.7,8.40927319057468,1.314,51.033012,2.2118967025914
CAN,2012,26.1,8.5669960959758,1.314,52.305416,2.3582915378169
CAN,2013,26.2,8.62342978379785,1.314,52.971439,3.7566935942762
CAN,2014,26.2,8.67906519459027,1.314,53.61496,3.2677751238596
CAN,2015,26.7,8.81355852851093,1.314,55.17366,2.8173818068667
CAN,2016,26.7,8.94976457277272,1.314,56.265068,2.3600750370237
CAN,2017,26.65,9.10539943006439,1.314,56.71452,1.3799596854765
CAN,2018,26.78,10.070215969649,1.314,57.888363,2.2277292085361
CAN,2019,26.62,10.2309962317367,1.314,59.374844,2.7546020605597
CAN,2020,26.47,NA,NA,NA,NA
CHE,1998,NA,NA,2.056,NA,NA
CHE,1999,NA,NA,2.056,NA,NA
CHE,2000,24.925,NA,2.056,24.177282,NA
CHE,2001,24.699,NA,2.056,25.401983,NA
CHE,2002,24.415,NA,2.056,25.385767,NA
CHE,2003,24.1,NA,2.056,26.875856,NA
CHE,2004,24.1,NA,2.056,28.088779,NA
CHE,2005,21.33,NA,2.056,28.763943,-0.23217356535791
CHE,2006,21.33,NA,2.056,29.851349,10.15076013551
CHE,2007,21.323,NA,2.056,31.327906,6.7604420980677
CHE,2008,21.174,NA,2.056,33.652287,2.7427702825674
CHE,2009,21.174,NA,2.056,35.020153,5.3455172473337
CHE,2010,21.174,NA,2.056,33.881504,4.9247710234426
CHE,2011,21.174,NA,2.056,34.000179,3.6960146197725
CHE,2012,21.174,NA,2.056,35.291126,4.3364220187811
CHE,2013,21.149,NA,2.056,37.407192,0.09382000756954
CHE,2014,21.149,NA,2.056,38.428497,1.3186748779947
CHE,2015,21.149,NA,2.056,39.782719,12.404031190246
CHE,2016,21.149,NA,2.056,41.235474,22.42061631286
CHE,2017,21.149,NA,2.056,42.594601,16.283818869853
CHE,2018,21.149,NA,2.056,43.744415,-9.6877454495088
CHE,2019,21.149,NA,2.056,44.412537,-11.247696693181
CHE,2020,21.149,NA,NA,NA,NA
CHL,2000,15,NA,NA,NA,NA
CHL,2001,15,1.8654065829815,NA,NA,NA
CHL,2002,16,1.9191542188788,NA,NA,NA
CHL,2003,16.5,1.94558428770686,NA,NA,NA
CHL,2004,17,1.99996395084692,NA,NA,NA
CHL,2005,17,2.03833127978471,NA,NA,6.0684033154203
CHL,2006,17,2.09094138015422,NA,NA,4.9008967103393
CHL,2007,17,2.12854980738623,NA,NA,7.7618285082313
CHL,2008,17,2.12631549717911,1.91,NA,10.283430333698
CHL,2009,17,2.26568497122919,1.91,17.120726,8.0370324178677
CHL,2010,17,2.32380985141966,1.91,NA,7.3305463224635
CHL,2011,20,2.36211141395381,1.91,17.813892,10.134706563278
CHL,2012,20,2.42918032252918,1.91,NA,11.852988555169
CHL,2013,20,2.54662767783267,1.91,21.089819,7.9099580715759
