country3,year,taux d'imposition sur bénéfices,salaire horaire minimum en US$ PPA,indice protection de l'emploi,% des 25-64ans diplomes du superieur,IDE entrants en % PIB
CHL,2014,21,2.6283744745423,1.91,NA,8.7484825572861
CHL,2015,22.5,2.69937684753221,1.91,22.475199,8.4076403673968
CHL,2016,24,2.84780496326402,1.91,NA,4.9053409743735
CHL,2017,25,2.93249986345851,1.91,25.168179,2.1986482268198
CHL,2018,25,3.002180957372,1.91,NA,2.463030783908
CHL,2019,25,3.12420680562372,1.91,NA,4.2939485275257
CHL,2020,25,NA,NA,NA,NA
CHN,2000,33,NA,NA,NA,NA
CHN,2001,33,NA,NA,NA,NA
CHN,2002,33,NA,NA,NA,NA
CHN,2003,33,NA,NA,NA,NA
CHN,2004,33,NA,NA,NA,NA
CHN,2005,33,NA,NA,NA,4.554263383823
CHN,2006,33,NA,NA,NA,4.5086001044504
CHN,2007,33,NA,NA,NA,4.4009839656192
CHN,2008,25,NA,2.969,NA,3.7336108612503
CHN,2009,25,NA,2.969,NA,2.5688946726363
CHN,2010,25,NA,2.969,9.6811743,4.0035441396595
CHN,2011,25,NA,2.969,NA,3.7088065666981
CHN,2012,25,NA,2.969,NA,2.82710499855
CHN,2013,25,NA,NA,NA,3.0398551843342
CHN,2014,25,NA,NA,NA,2.5592476704516
CHN,2015,25,NA,NA,NA,2.1921776748404
CHN,2016,25,NA,NA,NA,1.5556368785398
CHN,2017,25,NA,NA,NA,1.3491236341255
CHN,2018,25,NA,NA,NA,1.6938947486298
CHN,2019,25,NA,NA,NA,1.0863558320773
CHN,2020,25,NA,NA,NA,NA
CIV,2000,35,NA,NA,NA,NA
CIV,2001,35,NA,NA,NA,NA
CIV,2002,35,NA,NA,NA,NA
CIV,2003,35,NA,NA,NA,NA
CIV,2004,35,NA,NA,NA,NA
CIV,2005,35,NA,NA,NA,NA
CIV,2006,27,NA,NA,NA,NA
CIV,2007,27,NA,NA,NA,NA
CIV,2008,25,NA,NA,NA,NA
CIV,2009,25,NA,NA,NA,NA
CIV,2010,25,NA,NA,NA,NA
CIV,2011,25,NA,NA,NA,NA
CIV,2012,25,NA,NA,NA,NA
CIV,2013,25,NA,NA,NA,NA
CIV,2014,25,NA,NA,NA,NA
CIV,2015,25,NA,NA,NA,NA
CIV,2016,25,NA,NA,NA,NA
CIV,2017,25,NA,NA,NA,NA
CIV,2018,25,NA,NA,NA,NA
CIV,2019,25,NA,NA,NA,NA
CIV,2020,25,NA,NA,NA,NA
COD,2000,50,NA,NA,NA,NA
COD,2001,50,NA,NA,NA,NA
COD,2002,40,NA,NA,NA,NA
COD,2003,40,NA,NA,NA,NA
COD,2004,40,NA,NA,NA,NA
COD,2005,40,NA,NA,NA,NA
COD,2006,40,NA,NA,NA,NA
COD,2007,40,NA,NA,NA,NA
COD,2008,40,NA,NA,NA,NA
COD,2009,40,NA,NA,NA,NA
COD,2010,40,NA,NA,NA,NA
COD,2011,40,NA,NA,NA,NA
COD,2012,40,NA,NA,NA,NA
COD,2013,35,NA,NA,NA,NA
COD,2014,35,NA,NA,NA,NA
COD,2015,35,NA,NA,NA,NA
COD,2016,35,NA,NA,NA,NA
COD,2017,35,NA,NA,NA,NA
COD,2018,35,NA,NA,NA,NA
COD,2019,35,NA,NA,NA,NA
COD,2020,35,NA,NA,NA,NA
COL,2000,35,NA,NA,NA,NA
COL,2001,35,2.08491356158532,NA,NA,NA
COL,2002,35,2.11804481568756,NA,NA,NA
COL,2003,36.75,2.12422559678082,NA,NA,NA
COL,2004,38.5,2.16293986884504,NA,NA,NA
COL,2005,38.5,2.19408795450616,NA,NA,7.0288938623258
COL,2006,38.5,2.24991848393596,NA,NA,4.1768818902953
COL,2007,34,2.26598899897469,NA,NA,4.3096759945218
COL,2008,33,2.25352399309761,NA,NA,4.3619811944708
COL,2009,33,2.32855984671331,NA,NA,3.457327399646
COL,2010,33,2.35978456352883,NA,NA,2.2438307504749
COL,2011,33,2.37307401551777,NA,NA,4.3729839888083
COL,2012,33,2.43378245368861,NA,NA,4.0547593198991
COL,2013,34,2.48161912874779,NA,NA,4.2422735554618
COL,2014,34,2.52014693255096,2.242,22.356598,4.242506761462
COL,2015,39,2.51083444637975,2.242,21.562889,3.9947748260812
COL,2016,40,2.49882209018032,2.242,22.247128,4.896244227092
COL,2017,40,2.56321462845742,2.242,22.491623,4.4364922652739
COL,2018,37,2.62924940206931,2.242,23.391361,3.4580921282323
COL,2019,33,2.69209307049538,2.242,23.819326,4.4205057978146
COL,2020,32,NA,NA,NA,NA
CRI,2000,30,NA,NA,16.448679,NA
CRI,2001,30,2.86540629183495,NA,17.826429,NA
CRI,2002,30,2.82964890833888,NA,18.362774,NA
CRI,2003,30,2.85055223280659,NA,19.18364,NA
CRI,2004,30,2.81786021386323,NA,19.812418,NA
CRI,2005,30,2.83898019160067,NA,20.842731,NA
CRI,2006,30,2.86975478702839,NA,21.029402,NA
CRI,2007,30,2.89501810448594,NA,21.768053,NA
CRI,2008,30,2.95340593569803,NA,22.312418,NA
CRI,2009,30,2.98912482742164,NA,23.416771,NA
CRI,2010,30,3.09524495946836,NA,20.980572,NA
CRI,2011,30,3.1349036515498,NA,21.594719,NA
CRI,2012,30,3.18799444175481,NA,23.244442,NA
CRI,2013,30,3.21545524647489,NA,23.270735,NA
CRI,2014,30,3.20172606393715,1.023,23.535925,NA
CRI,2015,30,3.3927019879753,NA,23.136086,NA
CRI,2016,30,3.48849332513478,NA,22.998714,NA
CRI,2017,30,3.4326873273048,NA,22.989092,NA
CRI,2018,30,3.43969998132398,NA,22.601564,NA
CRI,2019,30,3.45929954785487,NA,25.066828,NA
CRI,2020,30,NA,NA,NA,NA
CUW,2000,30,NA,NA,NA,NA
CUW,2001,30,NA,NA,NA,NA
CUW,2002,30,NA,NA,NA,NA
CUW,2003,30,NA,NA,NA,NA
CUW,2004,30,NA,NA,NA,NA
CUW,2005,30,NA,NA,NA,NA
CUW,2006,30,NA,NA,NA,NA
CUW,2007,30,NA,NA,NA,NA
CUW,2008,30,NA,NA,NA,NA
CUW,2009,30,NA,NA,NA,NA
CUW,2010,30,NA,NA,NA,NA
CUW,2011,30,NA,NA,NA,NA
CUW,2012,27.5,NA,NA,NA,NA
CUW,2013,27.5,NA,NA,NA,NA
CUW,2014,27.5,NA,NA,NA,NA
CUW,2015,25,NA,NA,NA,NA
CUW,2016,22,NA,NA,NA,NA
CUW,2017,22,NA,NA,NA,NA
CUW,2018,22,NA,NA,NA,NA
CUW,2019,22,NA,NA,NA,NA
CUW,2020,22,NA,NA,NA,NA
CYM,2000,0,NA,NA,NA,NA
CYM,2001,0,NA,NA,NA,NA
CYM,2002,0,NA,NA,NA,NA
CYM,2003,0,NA,NA,NA,NA
CYM,2004,0,NA,NA,NA,NA
CYM,2005,0,NA,NA,NA,NA
CYM,2006,0,NA,NA,NA,NA
CYM,2007,0,NA,NA,NA,NA
CYM,2008,0,NA,NA,NA,NA
CYM,2009,0,NA,NA,NA,NA
CYM,2010,0,NA,NA,NA,NA
CYM,2011,0,NA,NA,NA,NA
CYM,2012,0,NA,NA,NA,NA
CYM,2013,0,NA,NA,NA,NA
CYM,2014,0,NA,NA,NA,NA
CYM,2015,0,NA,NA,NA,NA
CYM,2016,0,NA,NA,NA,NA
CYM,2017,0,NA,NA,NA,NA
CYM,2018,0,NA,NA,NA,NA
CYM,2019,0,NA,NA,NA,NA
CYM,2020,0,NA,NA,NA,NA
CZE,1998,NA,NA,3.206,NA,NA
CZE,1999,NA,NA,3.206,NA,NA
CZE,2000,31,NA,3.206,10.963162,NA
CZE,2001,31,3.07444033138461,3.206,11.131626,NA
CZE,2002,31,3.40924037882747,3.206,11.94141,NA
CZE,2003,31,3.70654194875681,3.206,12.005664,NA
CZE,2004,28,3.87091101767443,3.206,12.345678,NA
CZE,2005,26,4.07864244175333,3.206,13.058269,8.5517781160627
CZE,2006,24,4.34286986551955,3.206,13.522043,3.515407297079
CZE,2007,24,4.37709953842189,3.024,13.732669,5.5204673726564
CZE,2008,21,4.11541418627636,3.024,14.498895,2.7357251475915
CZE,2009,20,4.07388591585121,3.024,15.544437,1.4205129732729
CZE,2010,19,4.01475945837335,3.024,16.764982,2.9625486963387
CZE,2011,19,3.93923567812617,3.024,18.243177,1.0190510425209
CZE,2012,19,3.81385064462666,2.934,19.277992,3.8578405225116
CZE,2013,19,3.83793967414357,2.934,20.45986,1.7387598624888
CZE,2014,19,3.94162958434348,2.934,21.51013,2.642673743796
CZE,2015,19,4.27116650799911,2.934,22.186741,0.24900386859334
CZE,2016,19,4.52755350881323,2.934,22.971544,5.0307451252369
CZE,2017,19,4.96884214268754,2.934,23.927534,4.4082228966968
CZE,2018,19,5.39493381919044,2.934,24.262077,4.4234786665376
CZE,2019,19,5.80449888793684,2.934,24.212393,3.0225398752449
CZE,2020,19,NA,NA,NA,NA
DEU,1998,NA,NA,2.889,NA,NA
DEU,1999,NA,NA,2.889,NA,NA
DEU,2000,51.612,NA,2.889,23.498837,NA
DEU,2001,38.26,NA,2.889,23.222008,NA
DEU,2002,38.286,NA,2.889,23.427382,NA
DEU,2003,39.638,NA,2.889,23.982014,NA
DEU,2004,38.338,NA,2.889,24.931704,NA
DEU,2005,38.363,NA,2.889,24.552816,1.6657302725194
DEU,2006,38.415,NA,2.889,23.947578,1.8594813377381
DEU,2007,38.363,NA,2.889,24.299988,2.3420057066956
DEU,2008,29.405,NA,2.889,25.400061,0.21664787505157
DEU,2009,29.37,NA,2.889,26.385326,0.6978830277799
DEU,2010,29.487,NA,2.889,26.609148,1.9309638905276
DEU,2011,29.551,NA,2.889,27.562323,1.8022864552641
DEU,2012,29.58,NA,2.889,28.121572,0.79923693947181
DEU,2013,29.645,NA,2.889,28.47327,0.3420331884161
DEU,2014,29.707,NA,2.889,27.057884,-0.0822804383351
DEU,2015,29.78,11.5019373410158,2.889,27.638235,0.90823912219637
DEU,2016,29.819,11.4456534973466,2.889,28.291723,0.45019548948902
DEU,2017,29.889,11.7264689914379,2.889,28.58337,1.6428909558365
DEU,2018,29.897,11.5268053960492,2.889,29.065134,1.8615686405119
DEU,2019,29.897,11.8124152468846,2.889,29.900126,0.94163852091474
DEU,2020,29.897,NA,NA,NA,NA
DMA,2000,30,NA,NA,NA,NA
DMA,2001,30,NA,NA,NA,NA
DMA,2002,30,NA,NA,NA,NA
DMA,2003,30,NA,NA,NA,NA
DMA,2004,30,NA,NA,NA,NA
DMA,2005,30,NA,NA,NA,NA
DMA,2006,30,NA,NA,NA,NA
DMA,2007,30,NA,NA,NA,NA
DMA,2008,30,NA,NA,NA,NA
DMA,2009,30,NA,NA,NA,NA
DMA,2010,30,NA,NA,NA,NA
DMA,2011,30,NA,NA,NA,NA
DMA,2012,30,NA,NA,NA,NA
DMA,2013,30,NA,NA,NA,NA
DMA,2014,30,NA,NA,NA,NA
DMA,2015,28,NA,NA,NA,NA
DMA,2016,25,NA,NA,NA,NA
DMA,2017,25,NA,NA,NA,NA
DMA,2018,25,NA,NA,NA,NA
DMA,2019,25,NA,NA,NA,NA
DMA,2020,25,NA,NA,NA,NA
DNK,1998,NA,NA,2.084,NA,NA
DNK,1999,NA,NA,2.084,NA,NA
DNK,2000,32,NA,2.084,25.777601,NA
DNK,2001,30,NA,2.084,28.41186,NA
DNK,2002,30,NA,2.084,29.61084,NA
DNK,2003,30,NA,2.084,31.847263,NA
DNK,2004,30,NA,2.084,32.848095,NA
DNK,2005,28,NA,2.084,33.544121,3.257155872609
DNK,2006,28,NA,1.87,34.719662,3.2384175190493
DNK,2007,25,NA,1.87,30.903458,2.2645207817079
DNK,2008,25,NA,1.87,31.126369,-0.18903559881217
DNK,2009,25,NA,1.87,32.001427,0.44450992551347
DNK,2010,25,NA,1.87,33.002644,-2.850685691873
DNK,2011,25,NA,1.915,33.662952,3.3304150829458
DNK,2012,25,NA,1.915,34.639698,0.19674052982745
DNK,2013,25,NA,1.915,35.204632,0.30406357593488
DNK,2014,24.5,NA,1.915,35.800922,1.3257266383011
DNK,2015,23.5,NA,1.915,37.095581,1.1951281138459
DNK,2016,22,NA,1.915,37.766045,0.0750645130242
DNK,2017,22,NA,1.915,38.889214,1.1448234490941
DNK,2018,22,NA,1.915,39.44791,0.3369766765081
DNK,2019,22,NA,1.915,40.353836,1.0336919991404
DNK,2020,22,NA,NA,NA,NA
DOM,2014,NA,NA,1.363,NA,NA
ECU,2014,NA,NA,1.544,NA,NA
EGY,2000,42,NA,NA,NA,NA
EGY,2001,42,NA,NA,NA,NA
EGY,2002,42,NA,NA,NA,NA
EGY,2003,42,NA,NA,NA,NA
EGY,2004,42,NA,NA,NA,NA
EGY,2005,20,NA,NA,NA,NA
EGY,2006,20,NA,NA,NA,NA
EGY,2007,20,NA,NA,NA,NA
EGY,2008,20,NA,NA,NA,NA
EGY,2009,20,NA,NA,NA,NA
EGY,2010,20,NA,NA,NA,NA
EGY,2011,20,NA,NA,NA,NA
EGY,2012,25,NA,NA,NA,NA
EGY,2013,25,NA,NA,NA,NA
EGY,2014,27.5,NA,NA,NA,NA
EGY,2015,22.5,NA,NA,NA,NA
EGY,2016,22.5,NA,NA,NA,NA
EGY,2017,22.5,NA,NA,NA,NA
EGY,2018,22.5,NA,NA,NA,NA
EGY,2019,22.5,NA,NA,NA,NA
EGY,2020,22.5,NA,NA,NA,NA
ESP,1998,NA,NA,2.647,NA,NA
ESP,1999,NA,NA,2.647,NA,NA
ESP,2000,35,NA,2.647,22.704889,NA
ESP,2001,35,5.82963246628047,2.647,23.751223,NA
ESP,2002,35,5.77284901098645,2.647,24.921057,NA
ESP,2003,35,5.7157570109392,2.647,25.625629,NA
ESP,2004,35,5.65701230671178,2.647,26.748661,NA
ESP,2005,35,5.96857319433752,2.647,28.518797,2.3565094906086
ESP,2006,35,6.21072627297824,2.647,28.809401,2.5883845592978
ESP,2007,32.5,6.37523529786335,2.647,29.27644,4.8615775327263
ESP,2008,30,6.44545103827258,2.647,29.519304,4.806624478003
ESP,2009,30,6.72070525723016,2.647,29.989544,0.913966611356
ESP,2010,30,6.69641691545253,2.647,31.016668,2.8360189182092
ESP,2011,30,6.58062805843115,2.545,31.91456,2.1889283988658
ESP,2012,30,6.42350901599038,2.545,32.649994,1.8620140636591
ESP,2013,30,6.3636810883901,2.259,33.734821,2.0914376120799
ESP,2014,30,6.37329650080104,2.259,34.678776,1.6460721403428
ESP,2015,28,6.4349387393739,2.259,35.081161,0.71569502299706
ESP,2016,25,6.52212205076796,2.259,35.693489,2.5580236681299
ESP,2017,25,6.90584316668749,2.259,36.351273,3.190495449879
ESP,2018,25,7.06375423378897,2.259,37.252804,3.7656024767574
ESP,2019,25,8.57665814207433,2.319,38.596992,0.6107450870191
ESP,2020,25,NA,NA,NA,NA
EST,2000,26,NA,NA,28.669167,NA
EST,2001,26,1.75550645763822,NA,29.479181,NA
EST,2002,26,1.97445254586865,NA,29.358723,NA
EST,2003,26,2.29542367947242,NA,29.649635,NA
EST,2004,26,2.52107617166292,NA,30.712088,NA
EST,2005,24,2.63793533357616,NA,33.025089,19.846508864317
EST,2006,23,2.82767866460198,NA,33.118874,7.844080221293
EST,2007,22,3.20395129589241,NA,33.146008,10.301101364921
EST,2008,21,3.64577815792521,2.458,34.176804,7.5017678774718
EST,2009,21,3.64863899414527,2.458,36.065544,9.3128161649181
EST,2010,21,3.54332963853219,2.113,35.423084,7.6645855104496
EST,2011,21,3.24392437484943,2.113,36.889767,4.2930019986282
EST,2012,21,3.24744637874294,2.113,37.605877,6.7504801276723
EST,2013,21,3.33512470323297,2.113,37.345535,3.0488432842279
EST,2014,21,3.74282427436063,2.113,37.499954,2.5501213693573
EST,2015,20,4.13217890972128,2.113,38.030697,0.15398657416898
EST,2016,20,4.47869744715065,2.113,38.756851,4.3597790509223
EST,2017,20,4.73990765122288,2.113,39.663879,7.1916096294658
EST,2018,20,4.89562837997634,2.113,41.130722,4.8866076269883
EST,2019,20,5.1734224687701,2.113,41.368298,9.8224980407494
EST,2020,20,NA,NA,NA,NA
FIN,1998,NA,NA,2.125,NA,NA
FIN,1999,NA,NA,2.125,NA,NA
FIN,2000,29,NA,2.125,32.614372,NA
FIN,2001,29,NA,2.125,NA,NA
FIN,2002,29,NA,2.023,NA,NA
FIN,2003,29,NA,2.023,33.177582,NA
FIN,2004,29,NA,2.023,34.184566,NA
FIN,2005,26,NA,2.023,34.629433,2.3178524465845
FIN,2006,26,NA,2.023,35.141739,3.5263498610684
FIN,2007,26,NA,2.023,36.357056,4.8567897881594
FIN,2008,26,NA,1.952,36.583557,-0.39349137793259
FIN,2009,26,NA,1.952,37.268574,0.28333812793144
FIN,2010,26,NA,1.952,38.146343,2.9503702716018
FIN,2011,26,NA,1.952,39.318207,0.92590310332502
FIN,2012,24.5,NA,1.952,39.661289,1.6088603443523
FIN,2013,24.5,NA,1.952,40.545231,-0.0391356316695
FIN,2014,20,NA,1.952,41.776676,6.7477910098955
FIN,2015,20,NA,1.952,42.742619,0.89910380284227
FIN,2016,20,NA,1.952,43.595264,3.5608391409716
FIN,2017,20,NA,1.892,44.304253,1.119617686425
FIN,2018,20,NA,1.892,45.188133,-0.78611671464271
FIN,2019,20,NA,1.892,45.93438,5.0539698252449
FIN,2020,20,NA,NA,NA,NA
FRA,1998,NA,NA,2.69,NA,NA
FRA,1999,NA,NA,2.735,NA,NA
FRA,2000,37.763,NA,2.735,21.58481,NA
FRA,2001,36.43,10.0895982059643,2.735,23.020861,NA
FRA,2002,35.43,10.217059943655,2.735,23.98011,NA
FRA,2003,35.43,10.3925217768205,2.826,23.917387,NA
FRA,2004,35.43,10.7406337215536,2.826,24.383652,NA
FRA,2005,34.95,11.1554771983097,2.826,25.425774,1.5115942622904
FRA,2006,34.43,11.4346873805887,2.826,26.183411,1.0919737446852
FRA,2007,34.43,11.5573503482281,2.826,26.646099,2.3871060488446
FRA,2008,34.43,11.5773111130995,2.735,27.233906,1.2804339195537
FRA,2009,34.43,11.7821292250653,2.676,28.588057,1.1379713604611
FRA,2010,34.43,11.6970747384896,2.676,29.006897,0.5251393739858
FRA,2011,36.096,11.6884376582752,2.676,29.767,1.1053752327024
FRA,2012,36.096,11.832990258449,2.676,30.856123,0.59875303290753
FRA,2013,37.996,11.882875764424,2.676,32.105263,1.2185554549095
FRA,2014,37.996,11.948219035979,2.676,33.539047,0.09346881794901
FRA,2015,37.996,12.0440006487497,2.676,34.085361,1.8594143579201
FRA,2016,34.43,12.0970192694576,2.676,34.582485,0.93227228775482
FRA,2017,44.429,12.084857962402,2.676,35.213791,0.95486249335565
FRA,2018,34.43,12.0111383218917,2.721,36.897491,1.3688443033506
FRA,2019,34.43,12.0598398914975,2.721,37.904724,1.2507383738455
FRA,2020,32.02,NA,NA,NA,NA
FRO,2000,20,NA,NA,NA,NA
FRO,2001,20,NA,NA,NA,NA
FRO,2002,20,NA,NA,NA,NA
FRO,2003,20,NA,NA,NA,NA
FRO,2004,20,NA,NA,NA,NA
FRO,2005,20,NA,NA,NA,NA
FRO,2006,18,NA,NA,NA,NA
FRO,2007,18,NA,NA,NA,NA
FRO,2008,18,NA,NA,NA,NA
FRO,2009,18,NA,NA,NA,NA
FRO,2010,18,NA,NA,NA,NA
FRO,2011,18,NA,NA,NA,NA
FRO,2012,18,NA,NA,NA,NA
FRO,2013,18,NA,NA,NA,NA
FRO,2014,18,NA,NA,NA,NA
FRO,2015,18,NA,NA,NA,NA
FRO,2016,18,NA,NA,NA,NA
FRO,2017,18,NA,NA,NA,NA
FRO,2018,18,NA,NA,NA,NA
FRO,2019,18,NA,NA,NA,NA
FRO,2020,18,NA,NA,NA,NA
GAB,2000,35,NA,NA,NA,NA
GAB,2001,35,NA,NA,NA,NA
GAB,2002,35,NA,NA,NA,NA
GAB,2003,35,NA,NA,NA,NA
GAB,2004,35,NA,NA,NA,NA
GAB,2005,35,NA,NA,NA,NA
GAB,2006,35,NA,NA,NA,NA
GAB,2007,35,NA,NA,NA,NA
GAB,2008,35,NA,NA,NA,NA
GAB,2009,35,NA,NA,NA,NA
GAB,2010,35,NA,NA,NA,NA
GAB,2011,35,NA,NA,NA,NA
GAB,2012,35,NA,NA,NA,NA
GAB,2013,35,NA,NA,NA,NA
GAB,2014,30,NA,NA,NA,NA
GAB,2015,30,NA,NA,NA,NA
GAB,2016,30,NA,NA,NA,NA
GAB,2017,30,NA,NA,NA,NA
GAB,2018,30,NA,NA,NA,NA
GAB,2019,30,NA,NA,NA,NA
GAB,2020,30,NA,NA,NA,NA
GBR,1998,NA,NA,1.639,NA,NA
GBR,1999,NA,NA,1.639,NA,NA
GBR,2000,30,NA,1.758,25.683083,NA
GBR,2001,30,7.08050718154839,1.758,26.126522,NA
GBR,2002,30,7.58357123555828,1.758,26.840527,NA
GBR,2003,30,7.75653941186517,1.758,27.998173,NA
GBR,2004,30,8.20073327717058,1.758,29.338522,NA
GBR,2005,30,8.57818041609174,1.758,29.709032,7.2042740534497
GBR,2006,30,8.76017049451767,1.758,34.191841,5.4313191732101
GBR,2007,30,8.99421701730435,1.758,35.536041,5.703347462954
GBR,2008,28,8.98188577693049,1.758,35.216167,3.140710246055
GBR,2009,28,9.09281945849106,1.758,36.984959,3.7246695869519
GBR,2010,28,8.99421701730435,1.758,38.187191,2.350491786348
GBR,2011,26,8.86580307970298,1.758,39.412373,1.5867427949302
GBR,2012,24,8.84686857563828,1.758,40.977753,2.056499073558
GBR,2013,23,8.80437425856102,1.639,41.891979,1.8547104928295
GBR,2014,21,8.87600167863222,1.568,42.217449,0.8063068451205
GBR,2015,20,9.10460058978945,1.568,44.197987,1.3381415724928
GBR,2016,20,9.9090203682993,1.568,45.766762,9.59696815371
GBR,2017,19,9.96893253295641,1.568,45.744305,3.6155092906872
GBR,2018,19,10.1628481306162,1.568,45.781677,2.2819993177188
GBR,2019,19,10.4702455478891,1.568,47.189125,1.6063500256395
GBR,2020,19,NA,NA,NA,NA
GEO,2000,20,NA,NA,NA,NA
GEO,2001,20,NA,NA,NA,NA
GEO,2002,20,NA,NA,NA,NA
GEO,2003,20,NA,NA,NA,NA
GEO,2004,20,NA,NA,NA,NA
GEO,2005,20,NA,NA,NA,NA
GEO,2006,20,NA,NA,NA,NA
GEO,2007,20,NA,NA,NA,NA
GEO,2008,15,NA,NA,NA,NA
GEO,2009,15,NA,NA,NA,NA
GEO,2010,15,NA,NA,NA,NA
GEO,2011,15,NA,NA,NA,NA
