country3,year,taux d'imposition sur bénéfices,salaire horaire minimum en US$ PPA,indice protection de l'emploi,% des 25-64ans diplomes du superieur,IDE entrants en % PIB
POL,2019,19,6.88674397543264,2.482,32.014767,1.8560273940591001
POL,2020,19,NA,NA,NA,NA
PRT,1998,NA,NA,4.095,NA,NA
PRT,1999,NA,NA,4.095,NA,NA
PRT,2000,35.2,NA,4.095,8.8429394,NA
PRT,2001,35.2,4.72679414819645,4.095,9.2361002,NA
PRT,2002,33,4.75116501995629,4.095,9.4179335,NA
PRT,2003,33,4.7165932408705,4.095,10.958982,NA
PRT,2004,27.5,4.71747243620224,3.976,12.516933,NA
PRT,2005,27.5,4.73371987697551,3.976,12.844431,1.5260491171293
PRT,2006,27.5,4.72578902510076,3.976,13.480192,3.581731151074
PRT,2007,26.5,4.81955855633067,3.976,13.692096,1.2562442150207
PRT,2008,26.5,4.96603787492846,3.69,14.300379,0.83307054702911
PRT,2009,26.5,5.29001431435286,3.69,14.66682,0.54851494777993
PRT,2010,26.5,5.50670207494672,3.486,15.445285,0.63690612918686
PRT,2011,28.5,5.42441135814944,3.486,17.25703,2.4465518311547
PRT,2012,31.5,5.27803361764978,3.078,18.534111,3.7723864115726
PRT,2013,31.5,5.26358945093151,2.959,19.307142,3.6283658316449
PRT,2014,31.5,5.27827113985107,2.777,21.7169,1.9835276895566
PRT,2015,29.5,5.4693084086039,2.777,22.857506,4.6040756122364
PRT,2016,29.5,5.70534871043179,2.777,23.847389,2.7535043710044
PRT,2017,29.5,5.9150459632051,2.777,24.039421,3.0249544520424
PRT,2018,31.5,6.09875150731569,2.777,24.984337,2.8454453774551
PRT,2019,31.5,6.2877583632426,2.777,26.284128,3.2850390403047
PRT,2020,31.5,NA,NA,NA,NA
PRY,2000,30,NA,NA,NA,NA
PRY,2001,30,NA,NA,NA,NA
PRY,2002,30,NA,NA,NA,NA
PRY,2003,30,NA,NA,NA,NA
PRY,2004,30,NA,NA,NA,NA
PRY,2005,20,NA,NA,NA,NA
PRY,2006,10,NA,NA,NA,NA
PRY,2007,10,NA,NA,NA,NA
PRY,2008,10,NA,NA,NA,NA
PRY,2009,10,NA,NA,NA,NA
PRY,2010,10,NA,NA,NA,NA
PRY,2011,10,NA,NA,NA,NA
PRY,2012,10,NA,NA,NA,NA
PRY,2013,10,NA,NA,NA,NA
PRY,2014,10,NA,1.812,NA,NA
PRY,2015,10,NA,NA,NA,NA
PRY,2016,10,NA,NA,NA,NA
PRY,2017,10,NA,NA,NA,NA
PRY,2018,10,NA,NA,NA,NA
PRY,2019,10,NA,NA,NA,NA
PRY,2020,10,NA,NA,NA,NA
ROU,2000,25,NA,NA,NA,NA
ROU,2001,25,NA,NA,NA,NA
ROU,2002,25,NA,NA,NA,NA
ROU,2003,25,NA,NA,NA,NA
ROU,2004,25,NA,NA,NA,NA
ROU,2005,16,NA,NA,NA,NA
ROU,2006,16,NA,NA,NA,NA
ROU,2007,16,NA,NA,NA,NA
ROU,2008,16,NA,NA,NA,NA
ROU,2009,16,NA,NA,NA,NA
ROU,2010,16,NA,NA,NA,NA
ROU,2011,16,NA,NA,NA,NA
ROU,2012,16,NA,NA,NA,NA
ROU,2013,16,NA,NA,NA,NA
ROU,2014,16,NA,NA,NA,NA
ROU,2015,16,NA,NA,NA,NA
ROU,2016,16,NA,NA,NA,NA
ROU,2017,16,NA,NA,NA,NA
ROU,2018,16,NA,NA,NA,NA
ROU,2019,16,NA,NA,NA,NA
ROU,2020,16,NA,NA,NA,NA
RUS,2000,30,NA,NA,NA,NA
RUS,2001,35,0.258347900136057,NA,NA,NA
RUS,2002,24,0.356992118740466,NA,NA,NA
RUS,2003,24,0.382783339551592,NA,NA,NA
RUS,2004,24,0.424856923573155,NA,NA,NA
RUS,2005,24,0.46500313314361,NA,NA,1.7517157675135
RUS,2006,24,0.630281159908474,NA,NA,3.5213711547016
RUS,2007,24,1.20896550701461,NA,NA,3.9342350512392
RUS,2008,24,1.05946662343848,2.616,NA,4.2522443739997
RUS,2009,20,1.78648346631894,2.616,NA,2.1132546726214
RUS,2010,20,1.67196408954707,2.616,50.371468,1.9334490097698
RUS,2011,20,1.60019530458381,2.616,50.557613,1.8020228522774
RUS,2012,20,1.5625879946598,2.616,50.516804,1.3670275031189
RUS,2013,20,1.65229309959545,NA,51.261497,2.3292344065571
RUS,2014,20,1.63515582174912,NA,51.567863,1.4156658539085
RUS,2015,20,1.51977604095025,NA,52.42807,0.86968511502169
RUS,2016,20,1.4769227009614,NA,53.056892,2.9116860617206
RUS,2017,20,1.75646077832324,NA,56.70015,1.6487115034376
RUS,2018,20,2.36681270704499,NA,56.725521,0.79229364458071
RUS,2019,20,2.40973451320187,NA,NA,1.8869601675274
RUS,2020,20,NA,NA,NA,NA
SAU,2000,30,NA,NA,NA,NA
SAU,2001,30,NA,NA,NA,NA
SAU,2002,30,NA,NA,NA,NA
SAU,2003,30,NA,NA,NA,NA
SAU,2004,30,NA,NA,NA,NA
SAU,2005,20,NA,NA,NA,3.6887688709267
SAU,2006,20,NA,NA,NA,4.8665551522454
SAU,2007,20,NA,NA,NA,5.8538741775688
SAU,2008,20,NA,0.98,NA,7.5906337861193
SAU,2009,20,NA,0.98,NA,8.4963516872646
SAU,2010,20,NA,0.98,NA,5.5343246234323
SAU,2011,20,NA,0.98,NA,2.4295790962055
SAU,2012,20,NA,0.98,NA,1.6552704431365
SAU,2013,20,NA,NA,NA,1.1872668270369
SAU,2014,20,NA,NA,23.161575,1.0592693182863
SAU,2015,20,NA,NA,NA,1.2442917925767
SAU,2016,20,NA,NA,23.623922,1.1555469000316
SAU,2017,20,NA,NA,NA,0.20605173615907
SAU,2018,20,NA,NA,NA,0.53998597890103
SAU,2019,20,NA,NA,NA,0.57538016358314
SAU,2020,20,NA,NA,NA,NA
SEN,2000,35,NA,NA,NA,NA
SEN,2001,35,NA,NA,NA,NA
SEN,2002,35,NA,NA,NA,NA
SEN,2003,35,NA,NA,NA,NA
SEN,2004,33,NA,NA,NA,NA
SEN,2005,33,NA,NA,NA,NA
SEN,2006,25,NA,NA,NA,NA
SEN,2007,25,NA,NA,NA,NA
SEN,2008,25,NA,NA,NA,NA
SEN,2009,25,NA,NA,NA,NA
SEN,2010,25,NA,NA,NA,NA
SEN,2011,25,NA,NA,NA,NA
SEN,2012,30,NA,NA,NA,NA
SEN,2013,30,NA,NA,NA,NA
SEN,2014,30,NA,NA,NA,NA
SEN,2015,30,NA,NA,NA,NA
SEN,2016,30,NA,NA,NA,NA
SEN,2017,32.5,NA,NA,NA,NA
SEN,2018,30,NA,NA,NA,NA
SEN,2019,30,NA,NA,NA,NA
SEN,2020,30,NA,NA,NA,NA
SGP,2000,26,NA,NA,NA,NA
SGP,2001,25.5,NA,NA,NA,NA
SGP,2002,24.5,NA,NA,NA,NA
SGP,2003,22,NA,NA,NA,NA
SGP,2004,22,NA,NA,NA,NA
SGP,2005,20,NA,NA,NA,NA
SGP,2006,20,NA,NA,NA,NA
SGP,2007,20,NA,NA,NA,NA
SGP,2008,18,NA,NA,NA,NA
SGP,2009,18,NA,NA,NA,NA
SGP,2010,17,NA,NA,NA,NA
SGP,2011,17,NA,NA,NA,NA
SGP,2012,17,NA,NA,NA,NA
SGP,2013,17,NA,NA,NA,NA
SGP,2014,17,NA,NA,NA,NA
SGP,2015,17,NA,NA,NA,NA
SGP,2016,17,NA,NA,NA,NA
SGP,2017,17,NA,NA,NA,NA
SGP,2018,17,NA,NA,NA,NA
SGP,2019,17,NA,NA,NA,NA
SGP,2020,17,NA,NA,NA,NA
SLV,2014,NA,NA,1.198,NA,NA
SMR,2000,24,NA,NA,NA,NA
SMR,2001,24,NA,NA,NA,NA
SMR,2002,24,NA,NA,NA,NA
SMR,2003,24,NA,NA,NA,NA
SMR,2004,24,NA,NA,NA,NA
SMR,2005,19,NA,NA,NA,NA
SMR,2006,19,NA,NA,NA,NA
SMR,2007,17,NA,NA,NA,NA
SMR,2008,17,NA,NA,NA,NA
SMR,2009,17,NA,NA,NA,NA
SMR,2010,17,NA,NA,NA,NA
SMR,2011,17,NA,NA,NA,NA
SMR,2012,17,NA,NA,NA,NA
SMR,2013,17,NA,NA,NA,NA
SMR,2014,17,NA,NA,NA,NA
SMR,2015,17,NA,NA,NA,NA
SMR,2016,17,NA,NA,NA,NA
SMR,2017,17,NA,NA,NA,NA
SMR,2018,17,NA,NA,NA,NA
SMR,2019,17,NA,NA,NA,NA
SMR,2020,17,NA,NA,NA,NA
SRB,2000,20,NA,NA,NA,NA
SRB,2001,20,NA,NA,NA,NA
SRB,2002,20,NA,NA,NA,NA
SRB,2003,14,NA,NA,NA,NA
SRB,2004,10,NA,NA,NA,NA
SRB,2005,10,NA,NA,NA,NA
SRB,2006,10,NA,NA,NA,NA
SRB,2007,10,NA,NA,NA,NA
SRB,2008,10,NA,NA,NA,NA
SRB,2009,10,NA,NA,NA,NA
SRB,2010,10,NA,NA,NA,NA
SRB,2011,10,NA,NA,NA,NA
SRB,2012,10,NA,NA,NA,NA
SRB,2013,15,NA,NA,NA,NA
SRB,2014,15,NA,NA,NA,NA
SRB,2015,15,NA,2.251,NA,NA
SRB,2016,15,NA,NA,NA,NA
SRB,2017,15,NA,NA,NA,NA
SRB,2018,15,NA,NA,NA,NA
SRB,2019,15,NA,NA,NA,NA
SRB,2020,15,NA,NA,NA,NA
SVK,1998,NA,NA,3.384,NA,NA
SVK,1999,NA,NA,3.384,NA,NA
SVK,2000,29,NA,3.384,10.37334,NA
SVK,2001,29,1.38004982385761,3.384,10.942797,NA
SVK,2002,25,1.54917357678134,3.384,10.958904,NA
SVK,2003,25,1.84175766933939,3.265,11.784762,NA
SVK,2004,19,1.99904275955845,3.134,12.776853,NA
SVK,2005,19,2.1326505243682,3.134,14.004099,6.3393051128598
SVK,2006,19,2.28824437705802,3.134,14.567307,10.155560047824
SVK,2007,19,2.49626659315421,3.134,14.438412,5.2140909983147
SVK,2008,19,2.61296198267158,3.134,14.763523,5.0222541325035
SVK,2009,19,2.87172132464488,3.134,15.762831,-0.00777005411986
SVK,2010,19,2.99010795169149,3.134,17.327984,1.9602273394199
SVK,2011,19,3.0814347782703,3.134,18.617317,2.1644317193901
SVK,2012,19,3.17952655496607,2.664,18.979084,2.9937953856113
SVK,2013,23,3.17952655496607,2.755,19.87734,-0.61159930653794
SVK,2014,22,3.17952655496607,2.755,20.379578,-0.50555852808572
SVK,2015,22,3.17952655496607,2.755,21.149881,0.11991539094844
SVK,2016,22,3.17952655496607,2.755,21.979519,0.89755080510558
SVK,2017,21,3.17952655496607,2.755,23.095415,4.1978727779138
SVK,2018,21,3.17952655496607,2.755,24.58342,1.5530910479354
SVK,2019,21,3.17952655496607,2.755,25.786274,2.3227011906887
SVK,2020,21,NA,NA,NA,NA
SVN,2000,25,NA,NA,15.726464,NA
SVN,2001,25,5.04993966511372,NA,NA,NA
SVN,2002,25,5.23876989743012,NA,15.257369,NA
SVN,2003,25,5.41088651621563,NA,17.744364,NA
SVN,2004,25,5.58835758666692,NA,19.040981,NA
SVN,2005,25,5.72434731456899,NA,20.171976,1.5504014392392
SVN,2006,25,5.77359610250987,NA,21.387041,1.7899964856632
SVN,2007,23,5.70948671569679,NA,22.227602,1.5757767893511
SVN,2008,22,5.83884232874357,2.929,22.637665,2.1801046917487
SVN,2009,21,6.00622457246434,2.929,23.315817,-0.94234314770974
SVN,2010,20,7.0820980140868,2.929,23.716619,0.21979718160118
SVN,2011,20,7.29328660996633,2.895,25.09059,2.1093319664122
SVN,2012,18,7.27306967157325,2.895,26.439035,0.72852650734315
SVN,2013,17,7.33985448629082,2.895,27.880541,-0.31257242966383
SVN,2014,17,7.37226991063969,2.518,28.600916,2.0998867325716
SVN,2015,17,7.43038936628481,2.518,30.173296,3.8849541265694
SVN,2016,17,7.43447829527278,2.518,30.735788,2.7857580477204
SVN,2017,19,7.46163460735788,2.518,34.302807,1.8447281718169
SVN,2018,19,7.67879826431265,2.518,32.455208,2.560055290252
SVN,2019,19,7.94862754354327,2.518,33.283279,2.2823594331363
SVN,2020,19,NA,NA,NA,NA
SWE,1998,NA,NA,2.672,NA,NA
SWE,1999,NA,NA,2.638,NA,NA
SWE,2000,28,NA,2.638,30.122953,NA
SWE,2001,28,NA,2.638,31.602741,NA
SWE,2002,28,NA,2.604,32.56509,NA
SWE,2003,28,NA,2.604,33.419739,NA
SWE,2004,28,NA,2.604,34.529377,NA
SWE,2005,28,NA,2.604,29.645443,2.9644877107083
SWE,2006,28,NA,2.604,30.520433,6.5119875543243
SWE,2007,28,NA,2.604,31.328465,5.8724962684857
SWE,2008,28,NA,2.604,32.02702,7.1188898376989
SWE,2009,26.3,NA,2.604,33.060085,2.3124337364909
SWE,2010,26.3,NA,2.604,33.868935,0.02836786874862
SWE,2011,26.3,NA,2.604,35.174355,2.255000101005
SWE,2012,26.3,NA,2.604,35.698952,2.9591721373843
SWE,2013,22,NA,2.604,37.034386,0.70296422064122
SWE,2014,22,NA,2.604,38.700306,0.69282343469917
SWE,2015,22,NA,2.604,39.786552,1.6728157784533
SWE,2016,22,NA,2.604,41.139179,3.7143153252287
SWE,2017,22,NA,2.604,41.936691,2.939542009164
SWE,2018,22,NA,2.604,43.247318,0.75931253095089
SWE,2019,21.4,NA,2.604,43.970543,2.2100464135399
SWE,2020,21.4,NA,NA,NA,NA
SYC,2000,40,NA,NA,NA,NA
SYC,2001,40,NA,NA,NA,NA
SYC,2002,40,NA,NA,NA,NA
SYC,2003,40,NA,NA,NA,NA
SYC,2004,40,NA,NA,NA,NA
SYC,2005,40,NA,NA,NA,NA
SYC,2006,40,NA,NA,NA,NA
SYC,2007,40,NA,NA,NA,NA
SYC,2008,40,NA,NA,NA,NA
SYC,2009,40,NA,NA,NA,NA
SYC,2010,33,NA,NA,NA,NA
SYC,2011,33,NA,NA,NA,NA
SYC,2012,33,NA,NA,NA,NA
SYC,2013,30,NA,NA,NA,NA
SYC,2014,30,NA,NA,NA,NA
SYC,2015,30,NA,NA,NA,NA
SYC,2016,30,NA,NA,NA,NA
SYC,2017,30,NA,NA,NA,NA
SYC,2018,30,NA,NA,NA,NA
SYC,2019,30,NA,NA,NA,NA
SYC,2020,30,NA,NA,NA,NA
TCA,2000,0,NA,NA,NA,NA
TCA,2001,0,NA,NA,NA,NA
TCA,2002,0,NA,NA,NA,NA
TCA,2003,0,NA,NA,NA,NA
TCA,2004,0,NA,NA,NA,NA
TCA,2005,0,NA,NA,NA,NA
TCA,2006,0,NA,NA,NA,NA
TCA,2007,0,NA,NA,NA,NA
TCA,2008,0,NA,NA,NA,NA
TCA,2009,0,NA,NA,NA,NA
TCA,2010,0,NA,NA,NA,NA
TCA,2011,0,NA,NA,NA,NA
TCA,2012,0,NA,NA,NA,NA
TCA,2013,0,NA,NA,NA,NA
TCA,2014,0,NA,NA,NA,NA
TCA,2015,0,NA,NA,NA,NA
TCA,2016,0,NA,NA,NA,NA
TCA,2017,0,NA,NA,NA,NA
TCA,2018,0,NA,NA,NA,NA
TCA,2019,0,NA,NA,NA,NA
TCA,2020,0,NA,NA,NA,NA
THA,2000,30,NA,NA,NA,NA
THA,2001,30,NA,NA,NA,NA
THA,2002,30,NA,NA,NA,NA
THA,2003,30,NA,NA,NA,NA
THA,2004,30,NA,NA,NA,NA
THA,2005,30,NA,NA,NA,NA
THA,2006,30,NA,NA,NA,NA
THA,2007,30,NA,NA,NA,NA
THA,2008,30,NA,NA,NA,NA
THA,2009,30,NA,NA,NA,NA
THA,2010,30,NA,NA,NA,NA
THA,2011,30,NA,2.086,NA,NA
THA,2012,23,NA,2.086,NA,NA
THA,2013,20,NA,2.086,NA,NA
THA,2014,20,NA,2.086,NA,NA
THA,2015,20,NA,NA,NA,NA
THA,2016,20,NA,NA,NA,NA
THA,2017,20,NA,NA,NA,NA
THA,2018,20,NA,NA,NA,NA
THA,2019,20,NA,NA,NA,NA
THA,2020,20,NA,NA,NA,NA
TUN,2013,NA,NA,1.816,NA,NA
TUR,1998,NA,NA,2.935,NA,NA
TUR,1999,NA,NA,2.935,NA,NA
TUR,2000,33,NA,2.935,8.3461838,NA
TUR,2001,33,2.95704339080225,2.935,8.4432325,NA
TUR,2002,33,3.16892559421861,2.935,9.1408987,NA
TUR,2003,30,3.37267227437535,2.935,9.7044678,NA
TUR,2004,33,4.40041944510162,2.875,9.653903,NA
TUR,2005,30,4.58488635188267,2.875,10.23861,2.0005081541997
TUR,2006,20,4.54549444427048,2.875,10.919287,3.6533612643073
TUR,2007,20,4.51601483896385,2.875,11.290907,3.2625773191757
TUR,2008,20,4.44386966745801,2.875,12.040659,2.597200738065
TUR,2009,20,4.55770865465465,2.875,12.710275,1.3317167620715
TUR,2010,20,4.60120938477891,2.875,13.118464,1.1771308581888
TUR,2011,20,4.73931643798819,2.875,14.034094,1.9381504668269
TUR,2012,20,4.86789112332692,2.875,15.290227,1.5724824018075
TUR,2013,20,4.95762268130146,2.875,15.907355,1.4269784418248
TUR,2014,20,5.02092433473243,2.875,16.693634,1.3887579940135
TUR,2015,20,5.38649016823951,2.875,18.020138,2.2072305209782
TUR,2016,20,6.46371128046396,2.875,19.362528,1.5913886543392
TUR,2017,20,6.27640155319366,2.875,20.013071,1.2844373021947
TUR,2018,22,6.16012097345314,2.875,20.780222,1.6685924568123
TUR,2019,22,6.74117553449225,2.875,21.951159,1.190712526608
TUR,2020,22,NA,NA,NA,NA
URY,2000,30,NA,NA,NA,NA
URY,2001,30,NA,NA,NA,NA
URY,2002,35,NA,NA,NA,NA
URY,2003,35,NA,NA,NA,NA
URY,2004,30,NA,NA,NA,NA
URY,2005,30,NA,NA,NA,NA
URY,2006,30,NA,NA,NA,NA
URY,2007,30,NA,NA,NA,NA
URY,2008,25,NA,NA,NA,NA
URY,2009,25,NA,NA,NA,NA
URY,2010,25,NA,NA,NA,NA
URY,2011,25,NA,NA,NA,NA
URY,2012,25,NA,NA,NA,NA
URY,2013,25,NA,NA,NA,NA
URY,2014,25,NA,1.834,NA,NA
URY,2015,25,NA,NA,NA,NA
URY,2016,25,NA,NA,NA,NA
URY,2017,25,NA,NA,NA,NA
URY,2018,25,NA,NA,NA,NA
URY,2019,25,NA,NA,NA,NA
URY,2020,25,NA,NA,NA,NA
USA,1998,NA,NA,0.673,NA,NA
USA,1999,NA,NA,0.673,NA,NA
USA,2000,39.34,NA,0.673,36.494774,NA
USA,2001,39.271,7.4358190653238,0.673,37.520222,NA
USA,2002,39.297,7.31972589761409,0.673,38.133007,NA
USA,2003,39.323,7.15724953567385,0.673,38.42197,NA
USA,2004,39.316,6.97062929056738,0.673,39.052998,NA
USA,2005,39.29,6.7418938980158,0.673,39.054729,0.8948320030695
USA,2006,39.303,6.53120100450582,0.673,39.486282,1.7903365922264
USA,2007,39.271,6.73229104512705,0.673,40.270866,1.575679531908
USA,2008,39.251,7.31459080441086,0.673,41.10516,2.1644284297157
USA,2009,39.16,8.17485971339832,0.673,41.214626,1.0916862228987
USA,2010,39.206,8.50020417202655,0.673,41.662415,1.4043707959391
USA,2011,39.193,8.24007796552402,0.673,42.44838,1.5580101169806
USA,2012,39.134,8.07301995515997,0.673,43.052437,1.3055930642001
USA,2013,39.05,7.95647097015367,0.673,43.910252,1.2944648719253
USA,2014,39.076,7.82945967627817,0.673,44.224617,1.2094590037985
USA,2015,38.998,7.82018281740692,0.673,44.629398,2.652928033154
USA,2016,38.924,7.72275385179474,0.673,45.666355,2.5607579590906
USA,2017,38.906,7.56168171317743,0.673,46.3568,1.6117142830827
USA,2018,25.839,7.38138523045639,0.673,47.431145,1.1809899164369
USA,2019,25.886,7.25,0.673,48.340187,1.3159614889518
USA,2020,25.767,NA,NA,NA,NA
VCT,2000,40,NA,NA,NA,NA
VCT,2001,40,NA,NA,NA,NA
VCT,2002,40,NA,NA,NA,NA
VCT,2003,40,NA,NA,NA,NA
VCT,2004,40,NA,NA,NA,NA
VCT,2005,40,NA,NA,NA,NA
VCT,2006,40,NA,NA,NA,NA
VCT,2007,37.5,NA,NA,NA,NA
VCT,2008,35,NA,NA,NA,NA
VCT,2009,32.5,NA,NA,NA,NA
VCT,2010,32.5,NA,NA,NA,NA
VCT,2011,32.5,NA,NA,NA,NA
VCT,2012,32.5,NA,NA,NA,NA
VCT,2013,32.5,NA,NA,NA,NA
VCT,2014,32.5,NA,NA,NA,NA
VCT,2015,32.5,NA,NA,NA,NA
VCT,2016,32.5,NA,NA,NA,NA
VCT,2017,32.5,NA,NA,NA,NA
VCT,2018,30,NA,NA,NA,NA
VCT,2019,30,NA,NA,NA,NA
VCT,2020,30,NA,NA,NA,NA
VEN,2014,NA,NA,3.5,NA,NA
VGB,2000,15,NA,NA,NA,NA
VGB,2001,15,NA,NA,NA,NA
VGB,2002,15,NA,NA,NA,NA
VGB,2003,15,NA,NA,NA,NA
VGB,2004,15,NA,NA,NA,NA
VGB,2005,0,NA,NA,NA,NA
VGB,2006,0,NA,NA,NA,NA
VGB,2007,0,NA,NA,NA,NA
VGB,2008,0,NA,NA,NA,NA
VGB,2009,0,NA,NA,NA,NA
VGB,2010,0,NA,NA,NA,NA
VGB,2011,0,NA,NA,NA,NA
VGB,2012,0,NA,NA,NA,NA
VGB,2013,0,NA,NA,NA,NA
VGB,2014,0,NA,NA,NA,NA
VGB,2015,0,NA,NA,NA,NA
VGB,2016,0,NA,NA,NA,NA
VGB,2017,0,NA,NA,NA,NA
VGB,2018,0,NA,NA,NA,NA
VGB,2019,0,NA,NA,NA,NA
VGB,2020,0,NA,NA,NA,NA
VNM,2000,32.5,NA,NA,NA,NA
VNM,2001,32,NA,NA,NA,NA
VNM,2002,32,NA,NA,NA,NA
VNM,2003,32,NA,NA,NA,NA
VNM,2004,28,NA,NA,NA,NA
VNM,2005,28,NA,NA,NA,NA
VNM,2006,28,NA,NA,NA,NA
VNM,2007,28,NA,NA,NA,NA
VNM,2008,28,NA,NA,NA,NA
VNM,2009,25,NA,NA,NA,NA
VNM,2010,25,NA,NA,NA,NA
VNM,2011,25,NA,NA,NA,NA
VNM,2012,25,NA,NA,NA,NA
VNM,2013,25,NA,NA,NA,NA
VNM,2014,22,NA,NA,NA,NA
VNM,2015,22,NA,NA,NA,NA
VNM,2016,22,NA,NA,NA,NA
VNM,2017,20,NA,NA,NA,NA
VNM,2018,20,NA,NA,NA,NA
VNM,2019,20,NA,NA,NA,NA
VNM,2020,20,NA,NA,NA,NA
XKX,2011,NA,NA,2.083,NA,NA
XKX,2012,NA,NA,2.083,NA,NA
XKX,2013,NA,NA,2.083,NA,NA
XKX,2014,NA,NA,2.083,NA,NA
ZAF,2000,30,NA,NA,NA,NA
ZAF,2001,30,NA,NA,NA,NA
ZAF,2002,30,NA,NA,NA,NA
ZAF,2003,30,NA,NA,NA,NA
ZAF,2004,30,NA,NA,NA,NA
ZAF,2005,29,NA,NA,NA,2.5926067699348
ZAF,2006,29,NA,NA,NA,0.11139242937278
ZAF,2007,29,NA,NA,NA,2.2590646138531
ZAF,2008,28,NA,2.077,5.1217265,2.8495935075219
ZAF,2009,28,NA,2.077,5.0579209,2.9106902805159
ZAF,2010,28,NA,2.077,5.2690744,1.069574703701
ZAF,2011,28,NA,2.077,5.6500921,0.90888858638495
ZAF,2012,28,NA,2.077,5.5786242,1.1110187933691
ZAF,2013,28,NA,NA,6.4559345,2.2626413767791
ZAF,2014,28,NA,NA,6.4785309,1.6461650811889
ZAF,2015,28,NA,NA,6.9889388,0.5448317787455
ZAF,2016,28,NA,NA,6.9798017,0.75419971966208
ZAF,2017,28,NA,NA,7.4416285,0.57458862120056
ZAF,2018,28,NA,NA,7.1976118,1.4789189927305
ZAF,2019,28,NA,NA,NA,1.3158932158078
ZAF,2020,28,NA,NA,NA,NA
